cargo,cargo_distance_m,destination_port,displayed_sell_value_gbp,distance_status,distinct_ocr_tuples_seen,origin_port,origin_region,review_note,source_recording,supporting_frame_count,value_status
Wheat,8726.9,Jones' Outpost,244,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,18165.6,Kandlerova,411,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,2,CONFIRMED_FROM_VIDEO
Wheat,15837.7,La Povenglia,370,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,10193.5,Lebarde,270,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,11899.1,Lord Irving's Sacrifice,300,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,5002.5,Louisbourg,178,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,14387.2,Madalena,344,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,12355.4,Mako's Outlook,308,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,5110.1,Matthew's Rest,179,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,4781.7,Maurepas,174,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,7062.9,New Brighton,214,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,9954.3,New Catalina,265,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,5885.8,Pachard Town,193,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,13619.2,Peter's Cove,330,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,4299.6,Petit Anvers,165,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,3,CONFIRMED_FROM_VIDEO
Wheat,15037.9,Poblado de San Juan,356,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,7045.8,Point Rocheux,214,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,12596.8,Ponta Delgada,312,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,10145.8,Port Antonio,269,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,3281.7,Port Louis,147,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,2,CONFIRMED_FROM_VIDEO
Wheat,10927.8,Port Royal,283,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,6322.1,Port-Au-Croix,201,CONFIRMED_FROM_VIDEO,3,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,8511.3,Princeton,240,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,12635.6,Puerto de San Fernando,313,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,3,CONFIRMED_FROM_VIDEO
Wheat,5173.4,Saint Vincent,181,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,14431.2,Saint-Nicholas,345,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,5787.8,Sainte Rose,191,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,17331.7,San Polo,396,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,2,CONFIRMED_FROM_VIDEO
Wheat,15609.1,San Salvador,366,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,14359.7,San Vito,344,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,14498.4,Sandy Settlement,346,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,7,CONFIRMED_FROM_VIDEO
Wheat,14737.1,Santa Maria,350,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,12759.7,Sao Bento,315,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,5391.8,Snake Prosper,184,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,6,CONFIRMED_FROM_VIDEO
Wheat,10681.4,Sugar Cove,278,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,13464.4,Taylor's Town,328,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,11144.9,Theresa,287,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,11098.5,Thresher Point,286,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,10025.5,Venta Nueva,267,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,4,CONFIRMED_FROM_VIDEO
Wheat,9253.7,Villarreal Del Mar,253,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,5,CONFIRMED_FROM_VIDEO
Wheat,5349.6,White Hook,184,CONFIRMED_FROM_VIDEO,2,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,3,CONFIRMED_FROM_VIDEO
Wheat,1312.6,Wyntergard,112,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,,Screen Recording 2026-08-16 104156.mp4,2,CONFIRMED_FROM_VIDEO
Wheat,6045.3,Yorinobu's Settlement,196,CONFIRMED_FROM_VIDEO,1,Gyldenvale,Vysarian Isles,Visually verified from a visible recording frame after OCR audit.,Screen Recording 2026-08-16 104156.mp4,1,CONFIRMED_FROM_VIDEO
Wool,7267.7,Al-Jazair,169,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,9987.1,Ashbourne,206,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,2548.2,Belfry Heights,104,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,7181.3,Bucket Bay,167,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,10324.8,Caledonia,211,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,7456.4,Castle Landing,171,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,8559.1,Caveira,186,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,3056.3,Caye Tiburon,111,CONFIRMED_FROM_VIDEO,2,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,5,CONFIRMED_FROM_VIDEO
Wool,10660.3,Crownstead,215,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,10425.6,Cumberland Hill,212,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,10507.3,Deadman's Murcia,213,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,Visually verified from a visible recording frame after OCR audit.,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,8228.2,Fair Harbour,182,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,4417.9,Falmouth,129,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,11899.1,Gyldenvale,232,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,1,CONFIRMED_FROM_VIDEO
Wool,9784.9,Jones' Outpost,203,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,6267.2,Kandlerova,155,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,4288.3,La Povenglia,128,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,5791.4,Lebarde,148,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,9490.8,Louisbourg,199,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,10493.2,Madalena,213,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,772.3,Mako's Outlook,79,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,8793.2,Maurepas,190,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,5704.1,New Brighton,147,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,10116.9,New Catalina,208,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,6184.8,Pachard Town,154,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,5054.2,Peter's Cove,138,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,11011.9,Petit Anvers,220,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,6325.6,Poblado de San Juan,156,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,6341.0,Point Rocheux,156,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,11525.5,Ponta Delgada,227,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,1,CONFIRMED_FROM_VIDEO
Wool,4492.9,Port Antonio,131,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,9005.7,Port Louis,193,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,5,CONFIRMED_FROM_VIDEO
Wool,2046.6,Port Royal,97,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,6257.9,Port-Au-Croix,155,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,6703.2,Princeton,161,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,5692.4,Puerto de San Fernando,147,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,8235.6,Saint Vincent,182,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,6533.2,Saint-Nicholas,159,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,10248.2,Sainte Rose,210,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,5450.2,San Polo,144,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,5189.4,San Salvador,140,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,2605.4,San Vito,105,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,6136.5,Sandy Settlement,153,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,5850.1,Santa Maria,149,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,9992.9,Sao Bento,206,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,9952.5,Snake Prosper,206,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,3,CONFIRMED_FROM_VIDEO
Wool,11014.5,Sugar Cove,220,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,7022.0,Taylor's Town,165,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,3835.2,Theresa,121,CONFIRMED_FROM_VIDEO,2,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,3307.7,Thresher Point,114,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,7116.6,Venta Nueva,167,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,4,CONFIRMED_FROM_VIDEO
Wool,6084.7,Villarreal Del Mar,152,CONFIRMED_FROM_VIDEO,2,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,2,CONFIRMED_FROM_VIDEO
Wool,11163.1,White Hook,222,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,1,CONFIRMED_FROM_VIDEO
Wool,10808.3,Wyntergard,217,CONFIRMED_FROM_VIDEO,1,Lord Irving's Sacrifice,Irving's Reach,,Screen Recording 2026-08-16 113109.mp4,1,CONFIRMED_FROM_VIDEO
Spyglasses,7388.8,Al-Jazair,198,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,10451.4,Ashbourne,247,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,2117.0,Belfry Heights,114,CONFIRMED_FROM_VIDEO,2,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,7601.1,Bucket Bay,202,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,10450.6,Caledonia,247,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,7207.0,Castle Landing,195,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,9272.8,Caveira,228,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,3026.2,Caye Tiburon,128,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,11150.0,Crownstead,258,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,10690.0,Deadman's Murcia,251,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,8574.1,Fair Harbour,217,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,5173.5,Falmouth,163,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,4,CONFIRMED_FROM_VIDEO
Spyglasses,12355.4,Gyldenvale,278,CONFIRMED_FROM_VIDEO,2,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,1,CONFIRMED_FROM_VIDEO
Spyglasses,9661.2,Jones' Outpost,235,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,5849.6,Kandlerova,174,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,3625.8,La Povenglia,138,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,4,CONFIRMED_FROM_VIDEO
Spyglasses,5520.6,Lebarde,168,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,4,CONFIRMED_FROM_VIDEO
Spyglasses,772.3,Lord Irving's Sacrifice,92,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,10157.6,Louisbourg,243,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,11200.9,Madalena,259,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,7293.2,Matthew's Rest,197,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,9437.8,Maurepas,231,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,5900.1,New Brighton,174,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,9901.9,New Catalina,238,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,6745.7,Pachard Town,188,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,4373.0,Peter's Cove,150,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,5,CONFIRMED_FROM_VIDEO
Spyglasses,11659.5,Petit Anvers,267,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,6828.7,Poblado de San Juan,189,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,7041.1,Point Rocheux,193,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,12287.3,Ponta Delgada,277,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,5265.0,Port Antonio,164,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,5,CONFIRMED_FROM_VIDEO
Spyglasses,9371.8,Port Louis,230,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,2818.6,Port Royal,125,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,6,CONFIRMED_FROM_VIDEO
Spyglasses,6896.0,Port-Au-Croix,190,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,6618.2,Princeton,186,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,6380.8,Puerto de San Fernando,182,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,8449.0,Saint Vincent,215,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,2,CONFIRMED_FROM_VIDEO
Spyglasses,5848.0,Saint-Nicholas,174,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,3,CONFIRMED_FROM_VIDEO
Spyglasses,10946.6,Sainte Rose,255,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,1,CONFIRMED_FROM_VIDEO
Spyglasses,4985.7,San Polo,160,CONFIRMED_FROM_VIDEO,1,Mako's Outlook,Irving's Reach,,Screen Recording 2026-08-16 113333.mp4,4,CONFIRMED_FROM_VIDEO
