cargo,cargo_distance_m,destination_port,displayed_sell_value_gbp,distance_review_note,distance_status,distinct_ocr_tuples_seen,extraction_pass,origin_port,origin_region,review_note,source_recording,supporting_frame_count,value_status
Cotton,4799.7,Santa Maria,191,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Cotton,8016.6,Sao Bento,254,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Cotton,9947.2,Snake Prosper,291,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Cotton,11952.6,Sugar Cove,331,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Cotton,8759.7,Taylor's Town,268,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Cotton,1884.8,Theresa,134,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,11,CONFIRMED_FROM_VIDEO
Cotton,4791.8,Thresher Point,191,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Cotton,5070.0,Venta Nueva,196,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Cotton,4062.2,Villarreal Del Mar,177,,CONFIRMED_FROM_VIDEO,3,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,17,CONFIRMED_FROM_VIDEO
Cotton,11130.1,White Hook,315,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Cotton,9975.3,Wyntergard,292,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Cotton,6018.1,Yorinobu's Settlement,215,,CONFIRMED_FROM_VIDEO,1,even_odd,Port Royal,Kingston,,Screen Recording 2026-08-16 223317.mp4,1,CONFIRMED_FROM_VIDEO
Baguettes,5551.7,Al-Jazair,148,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,4518.6,Ashbourne,133,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,6970.5,Belfry Heights,168,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,2871.0,Bucket Bay,110,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,7538.4,Caledonia,176,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,8445.0,Castle Landing,188,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,7636.7,Caveira,177,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,5595.3,Caye Tiburon,148,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,4955.2,Crownstead,139,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,10105.4,Cumberland Hill,211,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,7213.1,Deadman's Murcia,171,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,4155.6,Fair Harbour,128,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,2808.6,Falmouth,109,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,6322.1,Gyldenvale,159,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,9143.9,Jones' Outpost,198,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,12370.6,Kandlerova,243,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,1,CONFIRMED_FROM_VIDEO
Baguettes,10521.1,La Povenglia,217,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,7585.3,Lebarde,176,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,6257.9,Lord Irving's Sacrifice,158,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,3296.0,Louisbourg,116,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,9213.9,Madalena,199,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,6896.0,Mako's Outlook,167,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,1974.6,Matthew's Rest,98,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,2542.1,Maurepas,106,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,4394.9,New Brighton,132,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,10123.9,New Catalina,212,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,1044.3,Pachard Town,85,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,9706.8,Peter's Cove,206,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,5,CONFIRMED_FROM_VIDEO
Baguettes,4764.0,Petit Anvers,137,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,8754.9,Poblado de San Juan,193,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,1082.4,Point Rocheux,85,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,Visually verified from a visible recording frame after OCR audit.,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,8473.3,Ponta Delgada,189,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,3844.6,Port Antonio,124,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,4515.7,Port Louis,133,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,4818.6,Port Royal,137,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,6819.8,Princeton,165,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,6428.8,Puerto de San Fernando,160,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,5327.0,Saint Vincent,145,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,4230.0,Sainte Rose,129,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,11627.6,San Polo,233,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,9307.2,San Salvador,200,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,8862.1,San Vito,194,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,10802.5,Sandy Settlement,221,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,Visually verified from a visible recording frame after OCR audit.,Screen Recording 2026-08-16 111849.mp4,1,CONFIRMED_FROM_VIDEO
Baguettes,8434.9,Santa Maria,188,,CONFIRMED_FROM_VIDEO,2,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,4,CONFIRMED_FROM_VIDEO
Baguettes,7837.3,Sao Bento,180,,CONFIRMED_FROM_VIDEO,2,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,5,CONFIRMED_FROM_VIDEO
Baguettes,7162.3,Snake Prosper,170,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,11113.8,Sugar Cove,226,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Baguettes,10597.8,Taylor's Town,218,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,4822.8,Theresa,138,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,6931.1,Thresher Point,167,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,1,CONFIRMED_FROM_VIDEO
Baguettes,4447.8,Venta Nueva,132,,CONFIRMED_FROM_VIDEO,2,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,3,CONFIRMED_FROM_VIDEO
Baguettes,3303.9,Villarreal Del Mar,116,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,1,CONFIRMED_FROM_VIDEO
Baguettes,8127.3,White Hook,184,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,5,CONFIRMED_FROM_VIDEO
Baguettes,5586.6,Wyntergard,148,,CONFIRMED_FROM_VIDEO,1,,Port-Au-Croix,Saint-Pierre,,Screen Recording 2026-08-16 111849.mp4,2,CONFIRMED_FROM_VIDEO
Herbs,1980.9,Al-Jazair,103,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,7049.0,Ashbourne,178,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,4735.0,Belfry Heights,144,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Herbs,4768.7,Bucket Bay,144,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Herbs,4367.8,Caledonia,138,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Herbs,1666.2,Castle Landing,98,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Herbs,13445.2,Caveira,272,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,3646.8,Caye Tiburon,128,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Herbs,7861.2,Crownstead,190,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,3827.1,Cumberland Hill,130,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,4904.8,Deadman's Murcia,146,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,4584.4,Fair Harbour,141,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Herbs,7810.7,Falmouth,189,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,8511.3,Gyldenvale,199,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,3092.9,Jones' Outpost,119,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Herbs,11968.3,Kandlerova,250,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,9034.4,La Povenglia,207,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,1821.4,Lebarde,101,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,6703.2,Lord Irving's Sacrifice,173,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,9363.2,Louisbourg,212,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,15289.7,Madalena,299,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,6618.2,Mako's Outlook,171,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,5348.6,Matthew's Rest,153,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,8491.0,Maurepas,199,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,2425.1,New Brighton,110,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,3633.5,New Catalina,127,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Herbs,5847.2,Pachard Town,160,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,5573.2,Peter's Cove,156,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,10248.5,Petit Anvers,225,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,12629.8,Poblado de San Juan,260,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,7783.9,Point Rocheux,189,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,15134.7,Ponta Delgada,297,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,8750.5,Port Antonio,203,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,5298.4,Port Louis,152,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,7391.2,Port Royal,183,,CONFIRMED_FROM_VIDEO,1,even_odd,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,1,CONFIRMED_FROM_VIDEO
Herbs,6819.8,Port-Au-Croix,174,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,11162.7,Puerto de San Fernando,238,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,3344.9,Saint Vincent,123,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Herbs,6065.4,Saint-Nicholas,163,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,10526.2,Sainte Rose,229,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,11031.8,San Polo,236,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Herbs,11862.7,San Salvador,249,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,8136.7,San Vito,194,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,6234.0,Sandy Settlement,166,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Herbs,12172.4,Santa Maria,253,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,14194.7,Sao Bento,283,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,4102.0,Snake Prosper,134,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,4618.5,Sugar Cove,142,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,4967.5,Taylor's Town,147,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,8964.4,Theresa,206,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,3910.0,Thresher Point,131,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,10709.4,Venta Nueva,232,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,9392.0,Villarreal Del Mar,212,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Herbs,5199.0,White Hook,150,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,7199.2,Wyntergard,180,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Herbs,3290.0,Yorinobu's Settlement,122,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Princeton,Lebarde,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Gazpacho,10820.0,Al-Jazair,233,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Gazpacho,10917.9,Ashbourne,235,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Gazpacho,8135.5,Belfry Heights,194,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Gazpacho,9029.2,Bucket Bay,207,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Gazpacho,13486.7,Caledonia,273,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Gazpacho,12383.6,Castle Landing,256,,CONFIRMED_FROM_VIDEO,4,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Gazpacho,2936.4,Caveira,117,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Gazpacho,7953.0,Caye Tiburon,191,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Gazpacho,11262.3,Crownstead,240,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Puerto de San Fernando,San Salvador,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
