origin_port,origin_region,cargo,destination_port,cargo_distance_m,displayed_sell_value_gbp,distance_status,value_status,source_recording,extraction_pass,supporting_frame_count,distinct_ocr_tuples_seen
Poblado de San Juan,San Salvador,stuff,Gyldenvale,15037.9,311,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Jones' Outpost,15698.9,321,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Kandlerova,7562.1,195,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Poblado de San Juan,San Salvador,stuff,La Povenglia,8228.9,205,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,even_odd,1,1
Poblado de San Juan,San Salvador,stuff,Lebarde,12028.0,264,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Poblado de San Juan,San Salvador,stuff,Lord Irving's Sacrifice,6325.6,176,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Poblado de San Juan,San Salvador,stuff,Louisbourg,10783.5,245,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Poblado de San Juan,San Salvador,stuff,Madalena,5691.3,166,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,18,1
Poblado de San Juan,San Salvador,stuff,Mako's Outlook,6828.7,183,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Poblado de San Juan,San Salvador,stuff,Matthew's Rest,10411.8,239,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Poblado de San Juan,San Salvador,stuff,Maurepas,10535.7,241,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Poblado de San Juan,San Salvador,stuff,New Brighton,10948.3,247,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Poblado de San Juan,San Salvador,stuff,New Catalina,16211.3,329,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Pachard Town,9426.1,224,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Poblado de San Juan,San Salvador,stuff,Peter's Cove,11092.2,249,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Petit Anvers,12313.9,268,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Point Rocheux,8000.7,202,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Poblado de San Juan,San Salvador,stuff,Ponta Delgada,8048.7,202,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Poblado de San Juan,San Salvador,stuff,Port Antonio,4910.9,154,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,16,1
Poblado de San Juan,San Salvador,stuff,Port Louis,13064.5,280,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Poblado de San Juan,San Salvador,stuff,Port Royal,5248.8,159,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,17,1
Poblado de San Juan,San Salvador,stuff,Port-Au-Croix,8754.9,213,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,even_odd,1,1
Poblado de San Juan,San Salvador,stuff,Princeton,12629.8,273,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Puerto de San Fernando,2503.1,116,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Poblado de San Juan,San Salvador,stuff,Saint Vincent,13140.0,281,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Poblado de San Juan,San Salvador,stuff,Saint-Nicholas,12527.2,272,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Sainte Rose,10878.3,246,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Poblado de San Juan,San Salvador,stuff,San Polo,7469.2,193,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Poblado de San Juan,San Salvador,stuff,San Salvador,2313.5,113,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Poblado de San Juan,San Salvador,stuff,San Vito,7004.8,186,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Poblado de San Juan,San Salvador,stuff,Sandy Settlement,2052.9,264,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Poblado de San Juan,San Salvador,stuff,Santa Maria,475.5,85,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Poblado de San Juan,San Salvador,stuff,Sao Bento,6186.3,173,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Poblado de San Juan,San Salvador,stuff,Snake Prosper,15046.9,311,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Sugar Cove,17155.6,343,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Taylor's Town,3249.5,283,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,even_odd,1,1
Poblado de San Juan,San Salvador,stuff,Theresa,4047.2,140,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Poblado de San Juan,San Salvador,stuff,Thresher Point,9626.0,227,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Poblado de San Juan,San Salvador,stuff,Venta Nueva,5726.0,166,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,18,1
Poblado de San Juan,San Salvador,stuff,Villarreal Del Mar,5940.5,170,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,18,1
Poblado de San Juan,San Salvador,stuff,White Hook,16197.4,329,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Wyntergard,14339.1,300,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Poblado de San Juan,San Salvador,stuff,Yorinobu's Settlement,11074.9,249,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Ponta Delgada,Ilhas Brumas,Pineapple,Al-Jazair,14022.1,295,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,2
Ponta Delgada,Ilhas Brumas,Pineapple,Ashbourne,11564.8,257,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Ponta Delgada,Ilhas Brumas,Pineapple,Belfry Heights,13607.3,288,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Ponta Delgada,Ilhas Brumas,Pineapple,Bucket Bay,11232.1,252,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Caledonia,15807.1,323,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Ponta Delgada,Ilhas Brumas,Pineapple,Castle Landing,16677.0,336,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Ponta Delgada,Ilhas Brumas,Pineapple,Caveira,3792.7,136,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,23,1
Ponta Delgada,Ilhas Brumas,Pineapple,Caye Tiburon,12862.8,277,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,3
Ponta Delgada,Ilhas Brumas,Pineapple,Crownstead,11451.9,255,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Cumberland Hill,18572.2,365,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Ponta Delgada,Ilhas Brumas,Pineapple,Deadman's Murcia,5340.2,315,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Ponta Delgada,Ilhas Brumas,Pineapple,Fair Harbour,12376.9,269,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Falmouth,7643.3,196,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Gyldenvale,12596.8,273,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Jones' Outpost,17615.1,351,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Kandlerova,15342.8,315,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,La Povenglia,15138.7,312,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Lebarde,15520.4,318,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Lord Irving's Sacrifice,11525.5,256,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Ponta Delgada,Ilhas Brumas,Pineapple,Louisbourg,7640.5,196,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,19,2
Ponta Delgada,Ilhas Brumas,Pineapple,Madalena,2988.0,124,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,23,1
Ponta Delgada,Ilhas Brumas,Pineapple,Mako's Outlook,12287.3,268,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Matthew's Rest,10357.0,238,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Ponta Delgada,Ilhas Brumas,Pineapple,Maurepas,8108.8,203,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Ponta Delgada,Ilhas Brumas,Pineapple,New Brighton,12752.3,275,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,New Catalina,18570.5,365,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,3
Ponta Delgada,Ilhas Brumas,Pineapple,Pachard Town,9516.2,225,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Ponta Delgada,Ilhas Brumas,Pineapple,Peter's Cove,16439.9,332,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Petit Anvers,8430.8,208,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Ponta Delgada,Ilhas Brumas,Pineapple,Poblado de San Juan,8048.7,202,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Ponta Delgada,Ilhas Brumas,Pineapple,Point Rocheux,7419.9,193,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,30,1
Ponta Delgada,Ilhas Brumas,Pineapple,Port Antonio,7111.6,188,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,27,1
Ponta Delgada,Ilhas Brumas,Pineapple,Port Louis,12465.6,271,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Port Royal,9501.9,225,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Ponta Delgada,Ilhas Brumas,Pineapple,Port-Au-Croix,8473.3,209,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Ponta Delgada,Ilhas Brumas,Pineapple,Princeton,15134.7,312,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Puerto de San Fernando,6410.2,177,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,24,1
Ponta Delgada,Ilhas Brumas,Pineapple,Saint Vincent,13726.7,290,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Ponta Delgada,Ilhas Brumas,Pineapple,Saint-Nicholas,17894.8,355,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Sainte Rose,6827.5,183,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,24,1
Ponta Delgada,Ilhas Brumas,Pineapple,San Polo,15044.4,311,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,San Salvador,10217.6,236,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,San Vito,13524.4,287,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Ponta Delgada,Ilhas Brumas,Pineapple,Sandy Settlement,17563.5,350,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Santa Maria,8199.9,205,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Ponta Delgada,Ilhas Brumas,Pineapple,Sao Bento,1862.4,106,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,22,2
Ponta Delgada,Ilhas Brumas,Pineapple,Snake Prosper,15456.8,317,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Sugar Cove,19565.8,381,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Taylor's Town,18020.1,357,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Theresa,7707.1,197,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Ponta Delgada,Ilhas Brumas,Pineapple,Thresher Point,13997.2,294,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Ponta Delgada,Ilhas Brumas,Pineapple,Venta Nueva,4579.1,148,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,23,1
Ponta Delgada,Ilhas Brumas,Pineapple,Villarreal Del Mar,5863.0,168,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,24,1
Ponta Delgada,Ilhas Brumas,Pineapple,White Hook,16270.3,330,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,2
Ponta Delgada,Ilhas Brumas,Pineapple,Wyntergard,12620.4,273,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Port Antonio,Kingston,Ginger,Al-Jazair,8227.1,212,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Port Antonio,Kingston,Ginger,Ashbourne,8363.0,214,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Port Antonio,Kingston,Ginger,Belfry Heights,6500.2,184,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,2
Port Antonio,Kingston,Ginger,Bucket Bay,6359.6,182,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Port Antonio,Kingston,Ginger,Caledonia,10827.2,253,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Port Antonio,Kingston,Ginger,Castle Landing,10099.2,242,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Port Antonio,Kingston,Ginger,Caveira,4709.6,155,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Port Antonio,Kingston,Ginger,Caye Tiburon,5890.9,174,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Port Antonio,Kingston,Ginger,Crownstead,8772.7,220,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Port Antonio,Kingston,Ginger,Cumberland Hill,12504.4,280,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Port Antonio,Kingston,Ginger,Deadman's Murcia,663.4,251,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Port Antonio,Kingston,Ginger,Fair Harbour,7690.1,203,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Port Antonio,Kingston,Ginger,Falmouth,1111.1,98,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Port Antonio,Kingston,Ginger,Gyldenvale,10145.8,242,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Port Antonio,Kingston,Ginger,Jones' Outpost,11637.5,266,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Port Antonio,Kingston,Ginger,Kandlerova,9554.4,233,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Port Antonio,Kingston,Ginger,La Povenglia,8491.6,216,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Port Antonio,Kingston,Ginger,Lebarde,8725.2,220,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Port Antonio,Kingston,Ginger,Lord Irving's Sacrifice,4492.9,152,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Port Antonio,Kingston,Ginger,Louisbourg,6211.1,179,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Port Antonio,Kingston,Ginger,Madalena,6599.0,186,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Port Antonio,Kingston,Ginger,Mako's Outlook,5265.0,164,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Port Antonio,Kingston,Ginger,Matthew's Rest,5548.9,169,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Port Antonio,Kingston,Ginger,Maurepas,5804.9,173,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Port Antonio,Kingston,Ginger,New Brighton,6644.7,186,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Port Antonio,Kingston,Ginger,New Catalina,12372.3,278,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Port Antonio,Kingston,Ginger,Pachard Town,4545.8,153,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Port Antonio,Kingston,Ginger,Peter's Cove,9328.6,229,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Port Antonio,Kingston,Ginger,Petit Anvers,7799.1,205,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
