origin_port,cargo,destination_port,cargo_distance_m,displayed_sell_value_gbp,distance_status,value_status,source,supporting_frame_count,distinct_ocr_tuples_seen
Port Antonio,Ginger,Port Royal,2446.5,119,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,2
Port Antonio,Ginger,Port-Au-Croix,3844.6,142,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Port Antonio,Ginger,Princeton,8750.5,220,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,3
Port Antonio,Ginger,Puerto de San Fernando,2672.3,123,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Port Antonio,Ginger,Saint Vincent,8513.0,216,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Antonio,Ginger,Saint-Nicholas,10783.6,253,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Antonio,Ginger,Sainte Rose,6598.7,186,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Antonio,Ginger,San Polo,8981.8,224,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Antonio,Ginger,San Salvador,5641.1,170,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Antonio,Ginger,San Vito,6785.5,189,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Antonio,Ginger,Sandy Settlement,10453.3,247,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Antonio,Ginger,Santa Maria,4593.0,153,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,12,1
Port Antonio,Ginger,Sao Bento,5739.9,172,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Antonio,Ginger,Snake Prosper,10433.0,247,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,9,2
Port Antonio,Ginger,Sugar Cove,13364.8,294,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Antonio,Ginger,Taylor's Town,10958.9,255,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,1
Port Antonio,Ginger,Theresa,1135.5,98,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,2
Port Antonio,Ginger,Thresher Point,6932.3,191,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Port Antonio,Ginger,Venta Nueva,2624.4,122,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Port Antonio,Ginger,Villarreal Del Mar,1700.6,107,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Port Antonio,Ginger,White Hook,11528.8,264,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Antonio,Ginger,Wyntergard,9428.2,231,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Antonio,Ginger,Yorinobu's Settlement,6507.3,184,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,1,1
Port Louis,Pelts,Al-Jazair,3319.5,137,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,6,1
Port Louis,Pelts,Ashbourne,1788.6,112,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,2,1
Port Louis,Pelts,Belfry Heights,8375.5,221,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Bucket Bay,1918.1,114,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Caledonia,3429.0,139,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,6,1
Port Louis,Pelts,Castle Landing,6822.6,195,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Caveira,12126.6,283,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Caye Tiburon,6761.8,194,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,2
Port Louis,Pelts,Crownstead,2581.9,125,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,2
Port Louis,Pelts,Cumberland Hill,7067.7,199,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Deadman's Murcia,2879.2,130,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,6,2
Port Louis,Pelts,Fair Harbour,829.5,96,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,1,2
Port Louis,Pelts,Falmouth,7101.7,200,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Griffard's Rock,5630.2,175,CONFIRMED_FROM_GRIFFARDS_DESTINATION_LIST,DERIVED,naval_route_trade_handoff_v1.json:griffards_rock_backfills,,
Port Louis,Pelts,Gyldenvale,3281.7,137,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,6,1
Port Louis,Pelts,Jones' Outpost,6103.6,183,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Kandlerova,15221.0,334,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,1,1
Port Louis,Pelts,La Povenglia,12737.2,293,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,2,1
Port Louis,Pelts,Lebarde,6929.7,197,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Lord Irving's Sacrifice,9005.7,231,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Louisbourg,5179.7,168,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,2
Port Louis,Pelts,Madalena,13619.6,307,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,2,1
Port Louis,Pelts,Mako's Outlook,9371.8,237,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Matthew's Rest,2657.4,125,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,1
Port Louis,Pelts,Maurepas,4469.0,156,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,6,2
Port Louis,Pelts,New Brighton,3806.0,145,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,New Catalina,7303.4,203,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Pachard Town,3662.8,143,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Peter's Cove,10342.1,253,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,2
Port Louis,Pelts,Petit Anvers,5493.5,173,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,1
Port Louis,Pelts,Poblado de San Juan,13064.5,298,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,2,1
Port Louis,Pelts,Point Rocheux,5534.9,174,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,1
Port Louis,Pelts,Ponta Delgada,12465.6,288,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,2,2
Port Louis,Pelts,Port Antonio,8205.8,218,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Port Royal,8377.7,221,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Port-Au-Croix,4515.7,157,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Princeton,5298.4,170,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Puerto de San Fernando,10862.2,262,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,1
Port Louis,Pelts,Saint Vincent,2052.6,116,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,1
Port Louis,Pelts,Saint-Nicholas,11153.2,267,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,1
Port Louis,Pelts,Sainte Rose,6326.8,187,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,San Polo,14352.7,319,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,1,1
Port Louis,Pelts,San Salvador,13240.8,301,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,2,1
Port Louis,Pelts,San Vito,11341.9,270,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,1
Port Louis,Pelts,Sandy Settlement,11216.7,268,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Santa Maria,12700.2,292,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,2,1
Port Louis,Pelts,Sao Bento,12142.9,283,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Louis,Pelts,Snake Prosper,3130.7,134,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,7,1
Port Louis,Pelts,Sugar Cove,8166.4,217,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Taylor's Town,10216.9,251,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,2
Port Louis,Pelts,Theresa,9024.6,231,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Thresher Point,7863.2,212,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,5,1
Port Louis,Pelts,Venta Nueva,8898.3,229,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,6,1
Port Louis,Pelts,Villarreal Del Mar,7815.0,211,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,4,1
Port Louis,Pelts,White Hook,3807.4,145,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,6,1
Port Louis,Pelts,Wyntergard,1989.4,115,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 110000.mp4,3,1
Port Royal,Cotton,Al-Jazair,7409.8,242,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Port Royal,Cotton,Ashbourne,9029.3,274,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,Belfry Heights,4225.9,180,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,3
Port Royal,Cotton,Bucket Bay,6463.3,224,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
Port Royal,Cotton,Caledonia,10338.8,299,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Royal,Cotton,Castle Landing,8487.0,263,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Royal,Cotton,Caveira,6696.6,228,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Port Royal,Cotton,Caye Tiburon,4002.5,176,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,15,1
Port Royal,Cotton,Crownstead,9607.6,285,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,Cumberland Hill,11217.8,316,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,2,2
Port Royal,Cotton,Deadman's Murcia,10361.5,300,CONFIRMED_RECORDED_RECIPROCAL_AUDIT,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
Port Royal,Cotton,Fair Harbour,7689.6,247,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Royal,Cotton,Falmouth,2496.4,146,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,11,1
Port Royal,Cotton,Gyldenvale,10927.8,311,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Royal,Cotton,Jones' Outpost,10451.7,301,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Royal,Cotton,Kandlerova,7598.2,246,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,8,1
Port Royal,Cotton,La Povenglia,6144.8,217,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Port Royal,Cotton,Lebarde,6940.1,233,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Port Royal,Cotton,Lord Irving's Sacrifice,2046.6,137,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,11,1
Port Royal,Cotton,Louisbourg,7863.8,251,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Royal,Cotton,Madalena,8637.1,266,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Royal,Cotton,Mako's Outlook,2818.6,152,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,15,1
Port Royal,Cotton,Matthew's Rest,5869.8,212,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Port Royal,Cotton,Maurepas,7257.7,239,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,New Brighton,5750.7,210,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Port Royal,Cotton,New Catalina,10994.1,312,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,1
Port Royal,Cotton,Pachard Town,5043.3,196,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,2
Port Royal,Cotton,Peter's Cove,6973.9,233,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,2
Port Royal,Cotton,Petit Anvers,9434.5,281,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,Poblado de San Juan,5248.8,200,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,2
Port Royal,Cotton,Point Rocheux,4643.1,188,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,Ponta Delgada,9501.9,283,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,Port Antonio,2446.5,145,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,2
Port Royal,Cotton,Port Louis,8377.7,261,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Port Royal,Cotton,Port-Au-Croix,4818.6,191,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,1
Port Royal,Cotton,Princeton,7391.2,242,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,Puerto de San Fernando,3971.7,175,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,15,1
Port Royal,Cotton,Saint Vincent,8080.3,255,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Port Royal,Cotton,Saint-Nicholas,8445.3,262,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,2
Port Royal,Cotton,Sainte Rose,8498.5,263,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,9,1
Port Royal,Cotton,San Polo,6908.5,232,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Royal,Cotton,San Salvador,4892.4,193,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,6,1
Port Royal,Cotton,San Vito,4426.7,184,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,Sandy Settlement,8085.1,255,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Port Royal,Cotton,Santa Maria,4799.7,191,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,1
Port Royal,Cotton,Sao Bento,8016.6,254,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,1
Port Royal,Cotton,Snake Prosper,9947.2,291,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,12,1
Port Royal,Cotton,Sugar Cove,11952.6,331,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Royal,Cotton,Taylor's Town,8759.7,268,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,1
Port Royal,Cotton,Theresa,1884.8,134,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,11,1
Port Royal,Cotton,Thresher Point,4791.8,191,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,3,1
Port Royal,Cotton,Venta Nueva,5070.0,196,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,5,2
Port Royal,Cotton,Villarreal Del Mar,4062.2,177,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,17,3
Port Royal,Cotton,White Hook,11130.1,315,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,4,2
Port Royal,Cotton,Wyntergard,9975.3,292,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,7,1
Port Royal,Cotton,Yorinobu's Settlement,6018.1,215,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,1,1
Port-Au-Croix,Baguettes,Al-Jazair,5551.7,148,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,2,1
Port-Au-Croix,Baguettes,Ashbourne,4518.6,133,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Belfry Heights,6970.5,168,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Bucket Bay,2871.0,110,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Caledonia,7538.4,176,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,4,1
Port-Au-Croix,Baguettes,Castle Landing,8445.0,188,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,4,1
Port-Au-Croix,Baguettes,Caveira,7636.7,177,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Caye Tiburon,5595.3,148,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Crownstead,4955.2,139,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,4,1
Port-Au-Croix,Baguettes,Cumberland Hill,10105.4,211,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,4,1
Port-Au-Croix,Baguettes,Deadman's Murcia,7213.1,171,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,4,1
Port-Au-Croix,Baguettes,Fair Harbour,4155.6,128,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,2,1
Port-Au-Croix,Baguettes,Falmouth,2808.6,109,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Griffard's Rock,3301.6,116,CONFIRMED_FROM_GRIFFARDS_DESTINATION_LIST,DERIVED,naval_route_trade_handoff_v1.json:griffards_rock_backfills,,
Port-Au-Croix,Baguettes,Gyldenvale,6322.1,159,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Jones' Outpost,9143.9,198,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,4,1
Port-Au-Croix,Baguettes,Kandlerova,12370.6,243,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,1,1
Port-Au-Croix,Baguettes,La Povenglia,10521.1,217,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,4,1
Port-Au-Croix,Baguettes,Lebarde,7585.3,176,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Lord Irving's Sacrifice,6257.9,158,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,2,1
Port-Au-Croix,Baguettes,Louisbourg,3296.0,116,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Madalena,9213.9,199,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
Port-Au-Croix,Baguettes,Mako's Outlook,6896.0,167,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 111849.mp4,3,1
